year,city,crime_major_category,crime_detail,latitude,longitude,occurance_time,clear_status,incident_address,notes
2024,Charlotte,Miscellaneous,Simple Assault,35.26732,-80.85395,2024/02/15 00:00:00,Open,2400 BEATTIES FORD RD,Location Type Description: Indoors; Place Type Description: Public/Non-Residential; Place Detail Description: Other - Public/Non-Residential
2024,Charlotte,Miscellaneous,Other Unlisted Non-Criminal,35.31584,-80.71284,2024/02/09 00:00:00,Open,10300 WHEATSIDE DR,Location Type Description: Indoors; Place Type Description: Residential; Place Detail Description: Apartment/Duplex Private Res
2024,Charlotte,Miscellaneous,Motor Vehicle Theft,35.23371,-80.84268,2024/02/15 00:00:00,Open,500 N GRAHAM ST,Location Type Description: Parking Lot; Place Type Description: Open Area; Place Detail Description: Other - Open Area
2024,Charlotte,Miscellaneous,Impersonation,35.02763,-80.83493,2024/02/13 00:00:00,Open,10900 ARDREY KELL RD,Location Type Description: Indoors; Place Type Description: Commercial Place; Place Detail Description: Financial Institution
2024,Charlotte,Miscellaneous,Drug/Narcotic Violations,35.27534,-80.79349,2024/02/15 00:00:00,Open,1100 W SUGAR CREEK RD,Location Type Description: Outdoors; Place Type Description: Commercial Place; Place Detail Description: Other - Commercial Place
2024,Charlotte,Miscellaneous,All Other Thefts,35.04372,-80.83493,2024/02/15 00:00:00,Open,10100 PARADISE RIDGE RD,Location Type Description: Outdoors; Place Type Description: Residential; Place Detail Description: Private Residence
2024,Charlotte,Miscellaneous,All Other Thefts,35.21931,-80.80945,2024/02/14 00:00:00,Open,1300 NANDINA ST,Location Type Description: Outdoors; Place Type Description: Residential; Place Detail Description: Other - Residential
2024,Charlotte,Miscellaneous,Other Unlisted Non-Criminal,35.19173,-80.58154,2015/11/21 00:00:00,Open,11200 BRIEF RD,Location Type Description: Indoors; Place Type Description: Residential; Place Detail Description: Private Residence
2024,Charlotte,Miscellaneous,All Other Offenses,35.14679,-80.87643,2024/02/08 00:00:00,Open,6500 SOUTH BV,Location Type Description: Indoors; Place Type Description: Retail; Place Detail Description: Vehicle Dealership
2024,Charlotte,Miscellaneous,Credit Card/Teller Fraud,35.24711,-80.71341,2024/02/15 00:00:00,Open,8900 FUSCHIA CT,Location Type Description: Indoors; Place Type Description: Residential; Place Detail Description: Private Residence
2024,Charlotte,Miscellaneous,Shoplifting,35.22428,-80.8911,2024/02/15 00:00:00,Open,3200 WILKINSON BV,Location Type Description: Indoors; Place Type Description: Retail; Place Detail Description: Other - Retail
2024,Charlotte,Miscellaneous,Drug/Narcotic Violations,35.23986,-80.8761,2024/02/15 00:00:00,Open,2700 TUCKASEEGEE RD,Location Type Description: Outdoors; Place Type Description: Retail; Place Detail Description: Convenience Store
2024,Charlotte,Miscellaneous,Shoplifting,35.34605,-80.88852,2024/02/15 00:00:00,Open,8200 MT HOLLY-HUNTERSVILLE RD,Location Type Description: Indoors; Place Type Description: Retail; Place Detail Description: Drug Store
2024,Charlotte,Miscellaneous,False Pretenses/Swindle,35.20393,-80.75036,2024/02/13 00:00:00,Open,5800 REDDMAN RD,Location Type Description: Indoors; Place Type Description: Residential; Place Detail Description: Apartment/Duplex Private Res
2024,Charlotte,Miscellaneous,Identity Theft,35.15592,-80.83622,2023/12/31 00:00:00,Open,6200 CARNEGIE BV,Location Type Description: Indoors; Place Type Description: Residential; Place Detail Description: Apartment/Duplex Private Res
2024,Charlotte,Miscellaneous,Other Unlisted Non-Criminal,35.34377,-80.7213,2024/02/15 00:00:00,Open,2500 SALOME CHURCH RD,Location Type Description: Indoors; Place Type Description: Public/Non-Residential; Place Detail Description: School - Primary Or Secondary
2024,Charlotte,Miscellaneous,Damage/Vandalism Of Property,35.21078,-80.69778,2024/02/15 00:00:00,Open,8800 ALBEMARLE RD,Location Type Description: Outdoors; Place Type Description: Commercial Place; Place Detail Description: Other - Commercial Place
2024,Charlotte,Miscellaneous,Burglary/B&E,35.21486,-80.98891,2024/02/14 00:00:00,Open,5400 MT OLIVE CHURCH RD,Location Type Description: Indoors; Place Type Description: Open Area; Place Detail Description: Construction Site
2024,Charlotte,Miscellaneous,All Other Thefts,35.19952,-80.76084,2024/02/13 00:00:00,Open,3000 N SHARON AMITY RD,Location Type Description: Indoors; Place Type Description: Residential; Place Detail Description: Private Residence
2024,Charlotte,Miscellaneous,All Other Thefts,35.2641,-80.83718,2024/02/15 00:00:00,Open,3400 STATESVILLE AV,Location Type Description: Outdoors; Place Type Description: Residential; Place Detail Description: Shelter-Mission/Homeless
2024,Charlotte,Miscellaneous,All Other Offenses,35.20411,-80.83756,2024/02/15 00:00:00,Open,1000 BLYTHE BV,Location Type Description: Parking Lot; Place Type Description: Public/Non-Residential; Place Detail Description: Hospital/Medical Facility
2024,Charlotte,Miscellaneous,Shoplifting,35.1512,-80.82867,2024/02/15 00:00:00,Open,4400 SHARON RD,Location Type Description: Indoors; Place Type Description: Retail; Place Detail Description: Shopping Mall
2024,Charlotte,Miscellaneous,Impersonation,35.0749,-80.71948,2024/02/15 00:00:00,Open,2500 HAMPTON GLEN CT,Location Type Description: Indoors; Place Type Description: Residential; Place Detail Description: Private Residence
2024,Charlotte,Miscellaneous,Theft From Motor Vehicle,35.228,-80.80532,2024/02/15 00:00:00,Open,2100 BELVEDERE AV,Location Type Description: Parking Lot; Place Type Description: Public/Non-Residential; Place Detail Description: Church/Synagogue/Temple
2024,Charlotte,Miscellaneous,Simple Assault,35.12087,-80.8783,2022/05/01 00:00:00,Open,7900 WATERFORD LAKES DR,Location Type Description: Indoors; Place Type Description: Residential; Place Detail Description: Apartment/Duplex Private Res
2024,Charlotte,Miscellaneous,Shoplifting,35.09907,-80.78215,2024/02/15 00:00:00,Open,3200 PINEVILLE-MATTHEWS RD,Location Type Description: Indoors; Place Type Description: Retail; Place Detail Description: Department Store
2024,Charlotte,Miscellaneous,Extortion/Blackmail,35.31145,-80.97812,2024/02/15 00:00:00,Open,11600 NORTHWOODS FOREST DR,Location Type Description: Indoors; Place Type Description: Residential; Place Detail Description: Private Residence
2024,Charlotte,Miscellaneous,All Other Thefts,35.28911,-80.75595,2024/02/15 00:00:00,Open,200 ECHO CANYON LN,Location Type Description: Indoors; Place Type Description: Residential; Place Detail Description: Apartment/Duplex Private Res
2024,Charlotte,Miscellaneous,Other Unlisted Non-Criminal,35.34859,-80.84127,2024/02/15 00:00:00,Open,9400 STATESVILLE RD,Location Type Description: Parking Lot; Place Type Description: Commercial Place; Place Detail Description: Hotel/Motel
2024,Charlotte,Miscellaneous,Motor Vehicle Theft,35.27796,-80.7896,2024/02/14 00:00:00,Open,1800 PROSPECT DR,Location Type Description: Outdoors; Place Type Description: Residential; Place Detail Description: Apartment/Duplex Private Res
2024,Charlotte,Miscellaneous,Theft From Motor Vehicle,35.30224,-80.81163,2024/02/09 00:00:00,Open,3300 GIBBON RD,Location Type Description: Outdoors; Place Type Description: Commercial Place; Place Detail Description: Other - Commercial Place
2024,Charlotte,Miscellaneous,Intimidation,35.34039,-80.7699,2024/02/10 00:00:00,Open,10400 MALLARD CREEK RD,Location Type Description: Indoors; Place Type Description: Commercial Place; Place Detail Description: Other - Commercial Place
2024,Charlotte,Miscellaneous,Extortion/Blackmail,35.3432,-80.74809,2024/02/14 00:00:00,Open,1800 COPPERPLATE RD,Location Type Description: Indoors; Place Type Description: Residential; Place Detail Description: Private Residence
2024,Charlotte,Miscellaneous,Theft From Motor Vehicle,35.3524,-80.85888,2024/02/14 00:00:00,Open,7900 PHILADELPHIA CT,Location Type Description: Parking Lot; Place Type Description: Residential; Place Detail Description: Apartment/Duplex Private Res
2024,Charlotte,Miscellaneous,Missing Person,35.27332,-80.97517,2024/02/07 00:00:00,Open,2800 CARTESIAN DR,Location Type Description: Indoors; Place Type Description: Residential; Place Detail Description: Private Residence
2024,Charlotte,Miscellaneous,Other Unlisted Non-Criminal,35.2304,-80.82526,2024/02/15 00:00:00,Open,700 BELMONT AV,Location Type Description: Outdoors; Place Type Description: Open Area; Place Detail Description: Public Park/Playground
2024,Charlotte,Miscellaneous,Intimidation,35.22372,-80.83691,2024/02/15 00:00:00,Open,600 E 5TH ST,Location Type Description: Outdoors; Place Type Description: Commercial Place; Place Detail Description: Other - Commercial Place
2024,Charlotte,Miscellaneous,Burglary/B&E,35.31635,-80.71878,2024/02/15 00:00:00,Open,1500 THOMAS COMBS DR,Location Type Description: Indoors; Place Type Description: Residential; Place Detail Description: Apartment/Duplex Private Res
2024,Charlotte,Miscellaneous,Intimidation,35.25464,-80.81248,2024/02/15 00:00:00,Open,400 ATANDO AV,Location Type Description: Indoors; Place Type Description: Retail; Place Detail Description: Auto Parts/Service Center
2024,Charlotte,Miscellaneous,Other Unlisted Non-Criminal,35.34709,-80.85712,2024/02/13 00:00:00,Open,9800 NORTHLAKE CENTRE PY,Location Type Description: Indoors; Place Type Description: Retail; Place Detail Description: Department Store
2024,Charlotte,Miscellaneous,All Other Offenses,35.20984,-80.82186,2024/02/15 00:00:00,Open,2000 VAIL AV,Location Type Description: Indoors; Place Type Description: Public/Non-Residential; Place Detail Description: Hospital/Medical Facility
2024,Charlotte,Miscellaneous,Theft From Motor Vehicle,35.20046,-80.73374,2024/02/14 00:00:00,Open,6600 YATESWOOD DR,Location Type Description: Parking Lot; Place Type Description: Residential; Place Detail Description: Apartment/Duplex Private Res
2024,Charlotte,Miscellaneous,All Other Thefts,35.21659,-80.84929,2024/02/08 00:00:00,Open,600 LEXINGTON AV,Location Type Description: Outdoors; Place Type Description: Commercial Place; Place Detail Description: Other - Commercial Place
2024,Charlotte,Miscellaneous,Motor Vehicle Theft,35.2186,-80.65417,2024/02/15 00:00:00,Open,11000 FRONT PORCH AV,Location Type Description: Parking Lot; Place Type Description: Residential; Place Detail Description: Apartment/Duplex Private Res
2024,Charlotte,Miscellaneous,Theft From Motor Vehicle,35.2459,-80.67755,2024/02/14 00:00:00,Open,9800 BRADSTREET COMMONS WY,Location Type Description: Outdoors; Place Type Description: Residential; Place Detail Description: Private Residence
2024,Charlotte,Miscellaneous,Damage/Vandalism Of Property,35.32237,-80.81022,2024/02/14 00:00:00,Open,5200 VANHOY LN,Location Type Description: Outdoors; Place Type Description: Residential; Place Detail Description: Private Residence
2024,Charlotte,Miscellaneous,Arson,35.29245,-80.83608,2024/02/04 00:00:00,Open,3400 KELSEY EMMA CT,Location Type Description: Outdoors; Place Type Description: Residential; Place Detail Description: Private Residence
2024,Charlotte,Miscellaneous,Other Unlisted Non-Criminal,35.2031,-80.72397,2024/01/22 00:00:00,Open,7000 ALBEMARLE RD,Location Type Description: Parking Lot; Place Type Description: Public/Non-Residential; Place Detail Description: Other - Public/Non-Residential
2024,Charlotte,Miscellaneous,Vehicle Recovery,35.13254,-80.95882,2024/02/15 00:00:00,Cleared by Other Means,11600 FRUEHAUF DR,Location Type Description: Outdoors; Place Type Description: Commercial Place; Place Detail Description: Other - Commercial Place
2024,Charlotte,Miscellaneous,Shoplifting,35.18499,-80.75893,2024/02/15 00:00:00,Open,4000 CONNECTION POINT BV,Location Type Description: Outdoors; Place Type Description: Retail; Place Detail Description: Grocery Store/Supermarket
2024,Charlotte,Miscellaneous,All Other Thefts,35.13764,-80.73523,2024/02/15 00:00:00,Open,1800 GALLERIA BV,Location Type Description: Parking Lot; Place Type Description: Retail; Place Detail Description: Department Store
2024,Charlotte,Miscellaneous,Theft From Motor Vehicle,35.24806,-80.88579,2024/02/14 00:00:00,Open,3900 GLENWOOD DR,Location Type Description: Outdoors; Place Type Description: Commercial Place; Place Detail Description: Other - Commercial Place
2024,Charlotte,Miscellaneous,Theft From Motor Vehicle,35.37426,-80.78281,2024/02/14 00:00:00,Open,4900 GOOSE CREEK DR,Location Type Description: Parking Lot; Place Type Description: Residential; Place Detail Description: Apartment/Duplex Private Res
2024,Charlotte,Miscellaneous,Theft From Motor Vehicle,35.31265,-80.74313,2024/02/15 00:00:00,Open,9300 N TRYON ST,Location Type Description: Parking Lot; Place Type Description: Commercial Place; Place Detail Description: Restaurant/Diner/Coffee Shop
2024,Charlotte,Miscellaneous,Other Unlisted Non-Criminal,35.14734,-80.98118,2024/02/15 00:00:00,Open,11100 ANNA ROSE RD,Location Type Description: Indoors; Place Type Description: Residential; Place Detail Description: Private Residence
2024,Charlotte,Miscellaneous,All Other Thefts,35.28663,-80.75856,2024/01/19 00:00:00,Open,8200 DAVE MCKINNEY AV,Location Type Description: Indoors; Place Type Description: Residential; Place Detail Description: Apartment/Duplex Private Res
2024,Charlotte,Miscellaneous,All Other Thefts,35.28663,-80.75856,2023/12/27 00:00:00,Open,8200 DAVE MCKINNEY AV,Location Type Description: Indoors; Place Type Description: Residential; Place Detail Description: Apartment/Duplex Private Res
2024,Charlotte,Miscellaneous,All Other Thefts,35.34986,-80.8537,2024/02/14 00:00:00,Open,8200 NORTHLAKE COMMONS BV,Location Type Description: Indoors; Place Type Description: Commercial Place; Place Detail Description: Restaurant/Diner/Coffee Shop
2024,Charlotte,Miscellaneous,Other Unlisted Non-Criminal,35.15453,-80.76695,2024/02/14 00:00:00,Open,7100 ROLLINGRIDGE DR,Location Type Description: Outdoors; Place Type Description: Residential; Place Detail Description: Private Residence
2024,Charlotte,Miscellaneous,All Other Offenses,35.20278,-80.87533,2024/02/15 00:00:00,Open,3400 GRIFFITH ST,Location Type Description: Outdoors; Place Type Description: Residential; Place Detail Description: Apartment/Duplex Private Res
2024,Charlotte,Miscellaneous,All Other Offenses,35.29523,-80.72024,2024/02/13 00:00:00,Open,1900 LAVON CT,Location Type Description: Indoors; Place Type Description: Residential; Place Detail Description: Private Residence
2024,Charlotte,Miscellaneous,Theft From Motor Vehicle,35.15734,-80.82396,2024/02/14 00:00:00,Open,300 SHARON TOWNSHIP LN,Location Type Description: Parking Lot; Place Type Description: Residential; Place Detail Description: Apartment/Duplex Private Res
2024,Charlotte,Miscellaneous,Shoplifting,35.23212,-80.84488,2024/02/15 00:00:00,Open,200 N GRAHAM ST,Location Type Description: Indoors; Place Type Description: Retail; Place Detail Description: Drug Store
2024,Charlotte,Miscellaneous,All Other Offenses,35.25926,-80.73981,2024/02/15 00:00:00,Open,5900 HUNTERS CROSSING LN,Location Type Description: Outdoors; Place Type Description: Open Area; Place Detail Description: Street/Highway
2024,Charlotte,Miscellaneous,Motor Vehicle Theft,35.28684,-80.75908,2024/02/13 00:00:00,Open,5000 WEMBLEY CENTRAL LN,Location Type Description: Parking Lot; Place Type Description: Residential; Place Detail Description: Apartment/Duplex Private Res
2024,Charlotte,Miscellaneous,Aggravated Assault,35.27134,-80.8542,2024/02/15 00:00:00,Open,10900 S I-85 HY,Location Type Description: Outdoors; Place Type Description: Open Area; Place Detail Description: Street/Highway
2024,Charlotte,Miscellaneous,Theft From Motor Vehicle,35.34236,-80.75403,2024/02/14 00:00:00,Open,11100 FOUNTAINGROVE DR,Location Type Description: Outdoors; Place Type Description: Residential; Place Detail Description: Private Residence
2024,Charlotte,Miscellaneous,Damage/Vandalism Of Property,35.23419,-80.7448,2024/02/15 00:00:00,Open,2100 REX CHAPMAN DR,Location Type Description: Parking Lot; Place Type Description: Residential; Place Detail Description: Apartment/Duplex Private Res
2024,Charlotte,Miscellaneous,Drug/Narcotic Violations,35.27218,-80.85427,2024/02/15 00:00:00,Open,2000 SIR BAILEY DR,Location Type Description: Outdoors; Place Type Description: Open Area; Place Detail Description: Street/Highway
2024,Charlotte,Miscellaneous,All Other Offenses,35.34024,-80.8671,2024/02/11 00:00:00,Open,5300 VALCOURT RD,Location Type Description: Indoors; Place Type Description: Residential; Place Detail Description: Other - Residential
2024,Charlotte,Miscellaneous,Simple Assault,35.1556,-80.79742,2024/02/15 00:00:00,Open,5300 PINEHURST PARK DR,Location Type Description: Indoors; Place Type Description: Residential; Place Detail Description: Apartment/Duplex Private Res
2024,Charlotte,Miscellaneous,Theft From Motor Vehicle,35.10545,-80.99359,2024/02/14 00:00:00,Open,13900 STEELECROFT FARM LN,Location Type Description: Parking Lot; Place Type Description: Residential; Place Detail Description: Apartment/Duplex Private Res
2024,Charlotte,Miscellaneous,Theft From Building,35.20241,-80.86528,2024/02/15 00:00:00,Open,2600 SOUTH BV,Location Type Description: Indoors; Place Type Description: Commercial Place; Place Detail Description: Restaurant/Diner/Coffee Shop
2024,Charlotte,Miscellaneous,Theft From Motor Vehicle,35.19988,-80.89513,2024/02/14 00:00:00,Open,3800 CRESTRIDGE DR,Location Type Description: Outdoors; Place Type Description: Residential; Place Detail Description: Private Residence
2024,Charlotte,Miscellaneous,Theft From Motor Vehicle,35.19144,-80.87557,2024/02/10 00:00:00,Open,4000 CRAFT ST,Location Type Description: Parking Deck; Place Type Description: Residential; Place Detail Description: Apartment/Duplex Private Res
2024,Charlotte,Miscellaneous,All Other Thefts,35.2426,-80.89711,2024/02/08 00:00:00,Open,1400 ASHLEY RD,Location Type Description: Outdoors; Place Type Description: Retail; Place Detail Description: Auto Parts/Service Center
2024,Charlotte,Miscellaneous,Motor Vehicle Theft,35.03918,-80.80629,2024/02/14 00:00:00,Open,9600 REA RD,Location Type Description: Parking Lot; Place Type Description: Retail; Place Detail Description: Convenience Store
2024,Charlotte,Miscellaneous,Identity Theft,35.0536,-80.87755,2023/08/01 00:00:00,Open,13900 EDEN CT,Location Type Description: Indoors; Place Type Description: Residential; Place Detail Description: Apartment/Duplex Private Res
2024,Charlotte,Miscellaneous,False Pretenses/Swindle,35.34384,-80.82414,2024/02/14 00:00:00,Open,9400 BOB BEATTY RD,Location Type Description: Outdoors; Place Type Description: Commercial Place; Place Detail Description: Other - Commercial Place
2024,Charlotte,Miscellaneous,Simple Assault,35.13314,-80.9361,2024/02/15 00:00:00,Open,8400 EVERTON DR,Location Type Description: Indoors; Place Type Description: Residential; Place Detail Description: Apartment/Duplex Private Res
2024,Charlotte,Miscellaneous,Credit Card/Teller Fraud,35.15368,-80.82861,2024/02/14 00:00:00,Open,6600 CARNEGIE BV,Location Type Description: Indoors; Place Type Description: Retail; Place Detail Description: Drug Store
2024,Charlotte,Miscellaneous,Simple Assault,0.0,0.0,2024/02/15 00:00:00,Open,6000 TYVOLA GLEN,Location Type Description: Indoors; Place Type Description: Commercial Place; Place Detail Description: Hotel/Motel
2024,Charlotte,Miscellaneous,Intimidation,35.16556,-80.83237,2024/02/14 00:00:00,Open,1800 RUNNYMEDE LN,Location Type Description: Indoors; Place Type Description: Public/Non-Residential; Place Detail Description: School - Primary Or Secondary
2024,Charlotte,Miscellaneous,False Pretenses/Swindle,35.24055,-80.87925,2024/02/02 00:00:00,Open,2800 PARKWAY AV,Location Type Description: Indoors; Place Type Description: Residential; Place Detail Description: Private Residence
2024,Charlotte,Miscellaneous,Suicide,35.1128,-80.85729,2024/02/15 00:00:00,Open,8900 PARK RD,Location Type Description: Outdoors; Place Type Description: Public/Non-Residential; Place Detail Description: School - College Or University
2024,Charlotte,Miscellaneous,Motor Vehicle Theft,35.32551,-80.94967,2024/02/15 00:00:00,Open,3400 DUNN COMMONS PY,Location Type Description: Parking Lot; Place Type Description: Residential; Place Detail Description: Apartment/Duplex Private Res
2024,Charlotte,Miscellaneous,Motor Vehicle Theft,35.28663,-80.75856,2024/02/14 00:00:00,Open,8200 DAVE MCKINNEY AV,Location Type Description: Parking Lot; Place Type Description: Residential; Place Detail Description: Apartment/Duplex Private Res
2024,Charlotte,Miscellaneous,Motor Vehicle Theft,35.35639,-80.856,2024/02/14 00:00:00,Open,8500 MASON ANDREW WY,Location Type Description: Parking Lot; Place Type Description: Residential; Place Detail Description: Apartment/Duplex Private Res
2024,Charlotte,Miscellaneous,Damage/Vandalism Of Property,35.28663,-80.75856,2024/02/14 00:00:00,Open,8200 DAVE MCKINNEY AV,Location Type Description: Parking Lot; Place Type Description: Residential; Place Detail Description: Apartment/Duplex Private Res
2024,Charlotte,Miscellaneous,Missing Person,35.36342,-80.80858,2024/02/14 00:00:00,Open,9100 WILLOWFIELD DR,Location Type Description: Indoors; Place Type Description: Residential; Place Detail Description: Private Residence
2024,Charlotte,Miscellaneous,Burglary/B&E,35.28085,-80.79872,2024/02/08 00:00:00,Open,6000 LONGAR LN,Location Type Description: Indoors; Place Type Description: Residential; Place Detail Description: Apartment/Duplex Private Res
2024,Charlotte,Miscellaneous,All Other Thefts,35.22313,-80.94606,2024/02/15 00:00:00,Open,5500 JOSH BIRMINGHAM PY,Location Type Description: Other; Place Type Description: Public/Non-Residential; Place Detail Description: Air/Bus/Train Terminal
2024,Charlotte,Miscellaneous,Motor Vehicle Theft,35.15374,-80.85026,2024/02/14 00:00:00,Open,3200 MARGELLINA DR,Location Type Description: Parking Lot; Place Type Description: Open Area; Place Detail Description: Other - Open Area
2024,Charlotte,Miscellaneous,Motor Vehicle Theft,35.36256,-80.74345,2024/02/14 00:00:00,Open,1000 JENI LN,Location Type Description: Parking Lot; Place Type Description: Residential; Place Detail Description: Apartment/Duplex Private Res
2024,Charlotte,Miscellaneous,Motor Vehicle Theft,35.34395,-80.76721,2024/02/14 00:00:00,Open,3100 WHITCOMB ST,Location Type Description: Parking Lot; Place Type Description: Residential; Place Detail Description: Apartment/Duplex Private Res
2024,Charlotte,Miscellaneous,Theft From Motor Vehicle,35.19492,-80.89477,2024/02/14 00:00:00,Open,4500 ROSE VINE PL,Location Type Description: Parking Lot; Place Type Description: Residential; Place Detail Description: Apartment/Duplex Private Res
2024,Charlotte,Miscellaneous,All Other Thefts,35.32131,-80.82487,2024/02/15 00:00:00,Open,4400 PETE BROWN RD,Location Type Description: Outdoors; Place Type Description: Commercial Place; Place Detail Description: Other - Commercial Place
2024,Charlotte,Miscellaneous,Theft From Motor Vehicle,35.25416,-80.836,2024/02/14 00:00:00,Open,2400 STATESVILLE AV,Location Type Description: Parking Lot; Place Type Description: Residential; Place Detail Description: Apartment/Duplex Private Res
2024,Charlotte,Miscellaneous,All Other Thefts,35.29589,-80.78597,2024/02/09 00:00:00,Open,1300 CHARIDGE LN,Location Type Description: Indoors; Place Type Description: Residential; Place Detail Description: Private Residence
2024,Charlotte,Miscellaneous,Motor Vehicle Theft,35.27796,-80.7896,2024/02/14 00:00:00,Open,1900 PROSPECT DR,Location Type Description: Outdoors; Place Type Description: Residential; Place Detail Description: Apartment/Duplex Private Res
2024,Charlotte,Miscellaneous,Motor Vehicle Theft,35.36451,-80.85514,2024/02/15 00:00:00,Open,11100 NORTHLAKE LANDING DR,Location Type Description: Parking Lot; Place Type Description: Residential; Place Detail Description: Apartment/Duplex Private Res
2024,Charlotte,Miscellaneous,Theft From Building,35.1128,-80.85729,2024/02/14 00:00:00,Open,8900 PARK RD,Location Type Description: Indoors; Place Type Description: Public/Non-Residential; Place Detail Description: School - Primary Or Secondary
2024,Charlotte,Miscellaneous,Motor Vehicle Theft,35.36256,-80.74345,2024/02/14 00:00:00,Open,1000 JENI LN,Location Type Description: Parking Lot; Place Type Description: Residential; Place Detail Description: Apartment/Duplex Private Res
2024,Charlotte,Miscellaneous,Shoplifting,35.20253,-80.73077,2024/02/14 00:00:00,Open,6800 ALBEMARLE RD,Location Type Description: Indoors; Place Type Description: Retail; Place Detail Description: Drug Store
2024,Charlotte,Miscellaneous,Motor Vehicle Theft,35.30631,-80.75553,2024/02/14 00:00:00,Open,400 TYLER TRAIL CT,Location Type Description: Parking Lot; Place Type Description: Residential; Place Detail Description: Apartment/Duplex Private Res
2024,Charlotte,Miscellaneous,Shoplifting,35.19384,-80.79444,2024/02/14 00:00:00,Open,1200 N WENDOVER RD,Location Type Description: Indoors; Place Type Description: Retail; Place Detail Description: Other - Retail
2024,Charlotte,Miscellaneous,Other Unlisted Non-Criminal,35.28962,-80.69412,2024/02/14 00:00:00,Open,13000 RED VULCAN CT,Location Type Description: Outdoors; Place Type Description: Residential; Place Detail Description: Other - Residential
2024,Charlotte,Miscellaneous,Arson,35.28707,-80.88839,2024/02/15 00:00:00,Open,200 BLACK SATCHEL DR,Location Type Description: Outdoors; Place Type Description: Open Area; Place Detail Description: Street/Highway
2024,Charlotte,Miscellaneous,Simple Assault,35.26003,-80.91841,2024/02/15 00:00:00,Victim Chose not to Prosecute,1200 FREE CREEK LN,Location Type Description: Indoors; Place Type Description: Residential; Place Detail Description: Apartment/Duplex Private Res
2024,Charlotte,Miscellaneous,Motor Vehicle Theft,0.0,0.0,2024/02/14 00:00:00,Open,11100 S COMMERCE BV,Location Type Description: Parking Lot; Place Type Description: Commercial Place; Place Detail Description: Factory/Warehouse
2024,Charlotte,Miscellaneous,Sudden/Natural Death Investigation,35.20066,-80.80988,2024/02/15 00:00:00,Open,300 FANNIE CR,Location Type Description: Indoors; Place Type Description: Residential; Place Detail Description: Private Residence
2024,Charlotte,Miscellaneous,Motor Vehicle Theft,35.26697,-80.78195,2024/02/14 00:00:00,Open,5400 CINDERELLA RD,Location Type Description: Outdoors; Place Type Description: Open Area; Place Detail Description: Other - Open Area
2024,Charlotte,Miscellaneous,Vehicle Recovery,35.27882,-80.7997,2024/02/15 00:00:00,Open,1500 CANNON AV,Location Type Description: Outdoors; Place Type Description: Open Area; Place Detail Description: Street/Highway
2024,Charlotte,Miscellaneous,Damage/Vandalism Of Property,35.31672,-80.95213,2024/02/15 00:00:00,Open,2900 CHRISTIAN SCOTT LN,Location Type Description: Other; Place Type Description: Residential; Place Detail Description: Private Residence
2024,Charlotte,Miscellaneous,Sudden/Natural Death Investigation,35.34118,-80.89825,2024/02/14 00:00:00,Open,8700 VICEREGAL CT,Location Type Description: Indoors; Place Type Description: Residential; Place Detail Description: Private Residence
2024,Charlotte,Miscellaneous,Sudden/Natural Death Investigation,35.05121,-80.81074,2024/02/15 00:00:00,Open,7900 CAMELLIA LN,Location Type Description: Indoors; Place Type Description: Residential; Place Detail Description: Apartment/Duplex Private Res
2024,Charlotte,Miscellaneous,Theft From Motor Vehicle,35.2405,-80.70427,2024/02/15 00:00:00,Open,6200 PURBECK WY,Location Type Description: Outdoors; Place Type Description: Residential; Place Detail Description: Private Residence
2024,Charlotte,Miscellaneous,Simple Assault,35.2918,-80.72929,2024/02/15 00:00:00,Open,1300 IVY MEADOW DR,Location Type Description: Indoors; Place Type Description: Residential; Place Detail Description: Other - Residential
2024,Charlotte,Miscellaneous,All Other Offenses,35.33162,-80.72336,2024/02/15 00:00:00,Open,10900 N TRYON ST,Location Type Description: Outdoors; Place Type Description: Open Area; Place Detail Description: Street/Highway
2024,Charlotte,Miscellaneous,Vehicle Recovery,35.36269,-80.85716,2024/02/15 00:00:00,Open,20300 LOBO LN,Location Type Description: Parking Lot; Place Type Description: Residential; Place Detail Description: Apartment/Duplex Private Res
2024,Charlotte,Miscellaneous,Motor Vehicle Theft,35.3524,-80.85888,2024/02/15 00:00:00,Open,7900 PHILADELPHIA CT,Location Type Description: Parking Lot; Place Type Description: Residential; Place Detail Description: Apartment/Duplex Private Res
2024,Charlotte,Miscellaneous,All Other Thefts,35.13772,-80.87634,2024/02/15 00:00:00,Open,7100 SOUTH BV,Location Type Description: Parking Lot; Place Type Description: Retail; Place Detail Description: Gas Station
2024,Charlotte,Miscellaneous,Motor Vehicle Theft,35.17532,-80.86032,2024/02/15 00:00:00,Open,1100 SCALEYBARK RD,Location Type Description: Parking Lot; Place Type Description: Residential; Place Detail Description: Apartment/Duplex Private Res
2024,Charlotte,Miscellaneous,All Other Thefts,35.25108,-80.91639,2024/02/15 00:00:00,Open,5300 REEDHAM CT,Location Type Description: Indoors; Place Type Description: Residential; Place Detail Description: Private Residence
2024,Charlotte,Miscellaneous,Affray,35.24647,-80.80666,2024/02/15 00:00:00,Open,3100 N DAVIDSON ST,Location Type Description: Outdoors; Place Type Description: Open Area; Place Detail Description: Street/Highway
